4.701630E-4	4.711170E-4	4.720710E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.730240E-4	4.758850E-4	4.730240E-4	4.730240E-4	4.739780E-4	4.739780E-4	4.749320E-4	4.758850E-4	4.835150E-4	4.825610E-4	4.797000E-4	4.768390E-4	4.787460E-4	4.768390E-4	4.758850E-4	4.749320E-4	4.758850E-4	4.797000E-4	4.758850E-4	4.758850E-4	4.730240E-4	4.711170E-4	4.720710E-4	4.701630E-4	4.673020E-4
4.701630E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.701630E-4	4.720710E-4	4.739780E-4	4.730240E-4	4.720710E-4	4.739780E-4	4.730240E-4	4.758850E-4	4.758850E-4	4.825610E-4	4.806540E-4	4.797000E-4	4.777930E-4	4.777930E-4	4.758850E-4	4.739780E-4	4.758850E-4	4.768390E-4	4.777930E-4	4.768390E-4	4.758850E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.673020E-4
4.701630E-4	4.711170E-4	4.711170E-4	4.730240E-4	4.711170E-4	4.701630E-4	4.730240E-4	4.739780E-4	4.730240E-4	4.711170E-4	4.749320E-4	4.730240E-4	4.749320E-4	4.739780E-4	4.835150E-4	4.806540E-4	4.797000E-4	4.777930E-4	4.777930E-4	4.768390E-4	4.739780E-4	4.749320E-4	4.768390E-4	4.787460E-4	4.777930E-4	4.758850E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.692100E-4
4.711170E-4	4.720710E-4	4.701630E-4	4.730240E-4	4.730240E-4	4.701630E-4	4.730240E-4	4.739780E-4	4.730240E-4	4.730240E-4	4.758850E-4	4.749320E-4	4.758850E-4	4.749320E-4	4.825610E-4	4.806540E-4	4.797000E-4	4.777930E-4	4.777930E-4	4.758850E-4	4.749320E-4	4.758850E-4	4.777930E-4	4.797000E-4	4.758850E-4	4.758850E-4	4.730240E-4	4.711170E-4	4.720710E-4	4.701630E-4	4.692100E-4
4.711170E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.730240E-4	4.730240E-4	4.749320E-4	4.739780E-4	4.739780E-4	4.739780E-4	4.758850E-4	4.749320E-4	4.816070E-4	4.816070E-4	4.806540E-4	4.797000E-4	4.758850E-4	4.758850E-4	4.739780E-4	4.758850E-4	4.768390E-4	4.797000E-4	4.768390E-4	4.768390E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.692100E-4
4.692100E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.692100E-4	4.720710E-4	4.730240E-4	4.730240E-4	4.749320E-4	4.749320E-4	4.749320E-4	4.758850E-4	4.758850E-4	4.758850E-4	4.816070E-4	4.825610E-4	4.797000E-4	4.797000E-4	4.758850E-4	4.758850E-4	4.749320E-4	4.749320E-4	4.777930E-4	4.797000E-4	4.768390E-4	4.768390E-4	4.711170E-4	4.730240E-4	4.711170E-4	4.720710E-4	4.692100E-4
4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.730240E-4	4.730240E-4	4.749320E-4	4.758850E-4	4.758850E-4	4.749320E-4	4.768390E-4	4.758850E-4	4.806540E-4	4.806540E-4	4.797000E-4	4.787460E-4	4.758850E-4	4.749320E-4	4.749320E-4	4.758850E-4	4.777930E-4	4.787460E-4	4.768390E-4	4.758850E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.692100E-4
4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.701630E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.758850E-4	4.730240E-4	4.749320E-4	4.739780E-4	4.758850E-4	4.758850E-4	4.816070E-4	4.816070E-4	4.797000E-4	4.797000E-4	4.758850E-4	4.758850E-4	4.730240E-4	4.758850E-4	4.777930E-4	4.787460E-4	4.777930E-4	4.758850E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.692100E-4
4.711170E-4	4.711170E-4	4.711170E-4	4.730240E-4	4.701630E-4	4.730240E-4	4.749320E-4	4.720710E-4	4.749320E-4	4.730240E-4	4.749320E-4	4.749320E-4	4.749320E-4	4.768390E-4	4.806540E-4	4.816070E-4	4.797000E-4	4.787460E-4	4.758850E-4	4.758850E-4	4.739780E-4	4.758850E-4	4.777930E-4	4.777930E-4	4.768390E-4	4.749320E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4
4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.749320E-4	4.711170E-4	4.749320E-4	4.730240E-4	4.749320E-4	4.739780E-4	4.749320E-4	4.758850E-4	4.797000E-4	4.816070E-4	4.797000E-4	4.797000E-4	4.758850E-4	4.758850E-4	4.749320E-4	4.758850E-4	4.768390E-4	4.777930E-4	4.777930E-4	4.758850E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.701630E-4
4.711170E-4	4.692100E-4	4.720710E-4	4.720710E-4	4.701630E-4	4.730240E-4	4.758850E-4	4.730240E-4	4.739780E-4	4.711170E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.758850E-4	4.806540E-4	4.825610E-4	4.797000E-4	4.777930E-4	4.749320E-4	4.758850E-4	4.758850E-4	4.739780E-4	4.777930E-4	4.768390E-4	4.777930E-4	4.739780E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.692100E-4
4.701630E-4	4.701630E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.777930E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.739780E-4	4.730240E-4	4.739780E-4	4.758850E-4	4.797000E-4	4.825610E-4	4.806540E-4	4.768390E-4	4.749320E-4	4.758850E-4	4.777930E-4	4.730240E-4	4.768390E-4	4.768390E-4	4.768390E-4	4.739780E-4	4.739780E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.692100E-4
4.711170E-4	4.692100E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.758850E-4	4.739780E-4	4.749320E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.758850E-4	4.749320E-4	4.806540E-4	4.825610E-4	4.816070E-4	4.777930E-4	4.739780E-4	4.758850E-4	4.768390E-4	4.730240E-4	4.768390E-4	4.758850E-4	4.777930E-4	4.749320E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.692100E-4
4.711170E-4	4.701630E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.758850E-4	4.749320E-4	4.739780E-4	4.730240E-4	4.739780E-4	4.730240E-4	4.768390E-4	4.758850E-4	4.806540E-4	4.825610E-4	4.797000E-4	4.777930E-4	4.730240E-4	4.758850E-4	4.758850E-4	4.730240E-4	4.768390E-4	4.758850E-4	4.768390E-4	4.739780E-4	4.730240E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.692100E-4
4.711170E-4	4.720710E-4	4.730240E-4	4.720710E-4	4.730240E-4	4.720710E-4	4.758850E-4	4.739780E-4	4.730240E-4	4.749320E-4	4.758850E-4	4.749320E-4	4.777930E-4	4.758850E-4	4.797000E-4	4.825610E-4	4.806540E-4	4.777930E-4	4.739780E-4	4.768390E-4	4.758850E-4	4.739780E-4	4.758850E-4	4.768390E-4	4.768390E-4	4.749320E-4	4.739780E-4	4.701630E-4	4.711170E-4	4.701630E-4	4.692100E-4
4.730240E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.730240E-4	4.711170E-4	4.758850E-4	4.739780E-4	4.739780E-4	4.739780E-4	4.758850E-4	4.749320E-4	4.777930E-4	4.758850E-4	4.806540E-4	4.825610E-4	4.797000E-4	4.787460E-4	4.739780E-4	4.758850E-4	4.758850E-4	4.730240E-4	4.758850E-4	4.768390E-4	4.777930E-4	4.758850E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.692100E-4
4.720710E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.730240E-4	4.720710E-4	4.758850E-4	4.739780E-4	4.739780E-4	4.730240E-4	4.749320E-4	4.749320E-4	4.777930E-4	4.758850E-4	4.806540E-4	4.835150E-4	4.797000E-4	4.777930E-4	4.730240E-4	4.777930E-4	4.758850E-4	4.730240E-4	4.758850E-4	4.777930E-4	4.768390E-4	4.749320E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.682560E-4
4.730240E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.730240E-4	4.711170E-4	4.758850E-4	4.730240E-4	4.739780E-4	4.758850E-4	4.758850E-4	4.758850E-4	4.777930E-4	4.749320E-4	4.825610E-4	4.835150E-4	4.806540E-4	4.777930E-4	4.749320E-4	4.768390E-4	4.758850E-4	4.749320E-4	4.758850E-4	4.777930E-4	4.777930E-4	4.758850E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.692100E-4
4.730240E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.749320E-4	4.739780E-4	4.749320E-4	4.749320E-4	4.758850E-4	4.758850E-4	4.777930E-4	4.749320E-4	4.825610E-4	4.844680E-4	4.797000E-4	4.777930E-4	4.758850E-4	4.758850E-4	4.739780E-4	4.739780E-4	4.758850E-4	4.777930E-4	4.777930E-4	4.749320E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.692100E-4
4.720710E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.730240E-4	4.749320E-4	4.739780E-4	4.749320E-4	4.739780E-4	4.739780E-4	4.758850E-4	4.777930E-4	4.758850E-4	4.825610E-4	4.825610E-4	4.806540E-4	4.777930E-4	4.768390E-4	4.758850E-4	4.749320E-4	4.730240E-4	4.768390E-4	4.777930E-4	4.758850E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.692100E-4	4.682560E-4
4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.739780E-4	4.730240E-4	4.749320E-4	4.749320E-4	4.749320E-4	4.758850E-4	4.777930E-4	4.758850E-4	4.825610E-4	4.835150E-4	4.816070E-4	4.777930E-4	4.777930E-4	4.758850E-4	4.749320E-4	4.730240E-4	4.777930E-4	4.787460E-4	4.777930E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.692100E-4
4.720710E-4	4.730240E-4	4.711170E-4	4.730240E-4	4.730240E-4	4.749320E-4	4.730240E-4	4.749320E-4	4.758850E-4	4.739780E-4	4.749320E-4	4.739780E-4	4.768390E-4	4.758850E-4	4.825610E-4	4.844680E-4	4.806540E-4	4.777930E-4	4.768390E-4	4.758850E-4	4.749320E-4	4.730240E-4	4.777930E-4	4.777930E-4	4.768390E-4	4.739780E-4	4.730240E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.682560E-4
4.730240E-4	4.739780E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.758850E-4	4.730240E-4	4.749320E-4	4.758850E-4	4.730240E-4	4.758850E-4	4.749320E-4	4.758850E-4	4.758850E-4	4.825610E-4	4.835150E-4	4.816070E-4	4.787460E-4	4.777930E-4	4.758850E-4	4.758850E-4	4.730240E-4	4.758850E-4	4.787460E-4	4.758850E-4	4.730240E-4	4.730240E-4	4.701630E-4	4.711170E-4	4.701630E-4	4.682560E-4
4.739780E-4	4.730240E-4	4.739780E-4	4.730240E-4	4.730240E-4	4.749320E-4	4.730240E-4	4.758850E-4	4.777930E-4	4.749320E-4	4.768390E-4	4.749320E-4	4.758850E-4	4.768390E-4	4.806540E-4	4.825610E-4	4.806540E-4	4.787460E-4	4.777930E-4	4.749320E-4	4.739780E-4	4.730240E-4	4.768390E-4	4.787460E-4	4.768390E-4	4.739780E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.682560E-4
4.730240E-4	4.730240E-4	4.739780E-4	4.739780E-4	4.739780E-4	4.758850E-4	4.720710E-4	4.758850E-4	4.777930E-4	4.749320E-4	4.758850E-4	4.749320E-4	4.758850E-4	4.777930E-4	4.806540E-4	4.825610E-4	4.797000E-4	4.787460E-4	4.777930E-4	4.758850E-4	4.739780E-4	4.730240E-4	4.758850E-4	4.777930E-4	4.758850E-4	4.739780E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.673020E-4
4.730240E-4	4.730240E-4	4.749320E-4	4.758850E-4	4.730240E-4	4.749320E-4	4.730240E-4	4.758850E-4	4.768390E-4	4.749320E-4	4.758850E-4	4.758850E-4	4.768390E-4	4.758850E-4	4.797000E-4	4.825610E-4	4.806540E-4	4.797000E-4	4.777930E-4	4.749320E-4	4.730240E-4	4.749320E-4	4.758850E-4	4.777930E-4	4.768390E-4	4.749320E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.673020E-4
4.730240E-4	4.730240E-4	4.758850E-4	4.749320E-4	4.749320E-4	4.749320E-4	4.730240E-4	4.758850E-4	4.777930E-4	4.768390E-4	4.777930E-4	4.758850E-4	4.777930E-4	4.777930E-4	4.797000E-4	4.835150E-4	4.806540E-4	4.787460E-4	4.777930E-4	4.739780E-4	4.730240E-4	4.758850E-4	4.768390E-4	4.768390E-4	4.797000E-4	4.758850E-4	4.720710E-4	4.720710E-4	4.701630E-4	4.692100E-4	4.682560E-4
4.730240E-4	4.749320E-4	4.749320E-4	4.749320E-4	4.749320E-4	4.749320E-4	4.730240E-4	4.768390E-4	4.768390E-4	4.758850E-4	4.777930E-4	4.749320E-4	4.768390E-4	4.777930E-4	4.806540E-4	4.835150E-4	4.806540E-4	4.787460E-4	4.777930E-4	4.758850E-4	4.739780E-4	4.749320E-4	4.758850E-4	4.777930E-4	4.777930E-4	4.758850E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.692100E-4	4.682560E-4
4.730240E-4	4.758850E-4	4.758850E-4	4.768390E-4	4.758850E-4	4.730240E-4	4.749320E-4	4.758850E-4	4.758850E-4	4.758850E-4	4.768390E-4	4.758850E-4	4.777930E-4	4.768390E-4	4.806540E-4	4.835150E-4	4.825610E-4	4.797000E-4	4.777930E-4	4.749320E-4	4.730240E-4	4.758850E-4	4.758850E-4	4.768390E-4	4.768390E-4	4.758850E-4	4.730240E-4	4.730240E-4	4.701630E-4	4.692100E-4	4.692100E-4
4.739780E-4	4.739780E-4	4.758850E-4	4.768390E-4	4.768390E-4	4.730240E-4	4.749320E-4	4.768390E-4	4.768390E-4	4.758850E-4	4.777930E-4	4.749320E-4	4.777930E-4	4.777930E-4	4.825610E-4	4.854220E-4	4.825610E-4	4.797000E-4	4.777930E-4	4.749320E-4	4.730240E-4	4.758850E-4	4.758850E-4	4.768390E-4	4.768390E-4	4.758850E-4	4.730240E-4	4.730240E-4	4.701630E-4	4.692100E-4	4.692100E-4
4.739780E-4	4.758850E-4	4.758850E-4	4.758850E-4	4.768390E-4	4.749320E-4	4.739780E-4	4.758850E-4	4.768390E-4	4.758850E-4	4.768390E-4	4.749320E-4	4.777930E-4	4.768390E-4	4.825610E-4	4.844680E-4	4.835150E-4	4.816070E-4	4.768390E-4	4.758850E-4	4.749320E-4	4.749320E-4	4.749320E-4	4.768390E-4	4.758850E-4	4.739780E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.692100E-4	4.692100E-4
4.758850E-4	4.758850E-4	4.758850E-4	4.768390E-4	4.758850E-4	4.739780E-4	4.749320E-4	4.749320E-4	4.777930E-4	4.758850E-4	4.758850E-4	4.777930E-4	4.787460E-4	4.758850E-4	4.825610E-4	4.844680E-4	4.825610E-4	4.806540E-4	4.777930E-4	4.758850E-4	4.758850E-4	4.758850E-4	4.749320E-4	4.777930E-4	4.777930E-4	4.749320E-4	4.739780E-4	4.730240E-4	4.701630E-4	4.692100E-4	4.692100E-4
4.749320E-4	4.758850E-4	4.758850E-4	4.758850E-4	4.768390E-4	4.739780E-4	4.758850E-4	4.758850E-4	4.797000E-4	4.768390E-4	4.758850E-4	4.777930E-4	4.777930E-4	4.758850E-4	4.825610E-4	4.863760E-4	4.825610E-4	4.816070E-4	4.768390E-4	4.777930E-4	4.758850E-4	4.739780E-4	4.749320E-4	4.768390E-4	4.777930E-4	4.749320E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.701630E-4	4.692100E-4
4.739780E-4	4.758850E-4	4.758850E-4	4.758850E-4	4.758850E-4	4.758850E-4	4.758850E-4	4.758850E-4	4.787460E-4	4.758850E-4	4.739780E-4	4.777930E-4	4.777930E-4	4.758850E-4	4.797000E-4	4.854220E-4	4.835150E-4	4.835150E-4	4.777930E-4	4.787460E-4	4.768390E-4	4.739780E-4	4.739780E-4	4.768390E-4	4.758850E-4	4.758850E-4	4.739780E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.701630E-4
4.749320E-4	4.758850E-4	4.758850E-4	4.768390E-4	4.749320E-4	4.758850E-4	4.768390E-4	4.758850E-4	4.777930E-4	4.768390E-4	4.749320E-4	4.777930E-4	4.787460E-4	4.758850E-4	4.797000E-4	4.844680E-4	4.835150E-4	4.825610E-4	4.777930E-4	4.777930E-4	4.758850E-4	4.749320E-4	4.749320E-4	4.768390E-4	4.768390E-4	4.758850E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.692100E-4
4.749320E-4	4.758850E-4	4.768390E-4	4.768390E-4	4.758850E-4	4.739780E-4	4.777930E-4	4.768390E-4	4.787460E-4	4.777930E-4	4.758850E-4	4.777930E-4	4.777930E-4	4.768390E-4	4.797000E-4	4.844680E-4	4.835150E-4	4.816070E-4	4.768390E-4	4.777930E-4	4.758850E-4	4.739780E-4	4.758850E-4	4.758850E-4	4.768390E-4	4.749320E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.692100E-4
4.730240E-4	4.758850E-4	4.777930E-4	4.777930E-4	4.749320E-4	4.749320E-4	4.777930E-4	4.768390E-4	4.777930E-4	4.777930E-4	4.758850E-4	4.777930E-4	4.777930E-4	4.768390E-4	4.797000E-4	4.835150E-4	4.844680E-4	4.825610E-4	4.777930E-4	4.768390E-4	4.768390E-4	4.758850E-4	4.758850E-4	4.768390E-4	4.758850E-4	4.758850E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.692100E-4
4.739780E-4	4.758850E-4	4.777930E-4	4.777930E-4	4.749320E-4	4.739780E-4	4.787460E-4	4.758850E-4	4.777930E-4	4.797000E-4	4.758850E-4	4.777930E-4	4.797000E-4	4.777930E-4	4.816070E-4	4.844680E-4	4.844680E-4	4.816070E-4	4.787460E-4	4.758850E-4	4.768390E-4	4.758850E-4	4.768390E-4	4.768390E-4	4.758850E-4	4.758850E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.692100E-4
4.749320E-4	4.749320E-4	4.777930E-4	4.777930E-4	4.758850E-4	4.739780E-4	4.787460E-4	4.758850E-4	4.777930E-4	4.787460E-4	4.758850E-4	4.777930E-4	4.797000E-4	4.777930E-4	4.806540E-4	4.844680E-4	4.844680E-4	4.816070E-4	4.787460E-4	4.758850E-4	4.768390E-4	4.749320E-4	4.758850E-4	4.777930E-4	4.758850E-4	4.739780E-4	4.711170E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.692100E-4
4.758850E-4	4.758850E-4	4.777930E-4	4.787460E-4	4.758850E-4	4.758850E-4	4.777930E-4	4.758850E-4	4.777930E-4	4.768390E-4	4.758850E-4	4.777930E-4	4.797000E-4	4.768390E-4	4.806540E-4	4.844680E-4	4.844680E-4	4.825610E-4	4.797000E-4	4.758850E-4	4.777930E-4	4.758850E-4	4.758850E-4	4.777930E-4	4.749320E-4	4.749320E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.692100E-4	4.692100E-4
4.777930E-4	4.758850E-4	4.777930E-4	4.787460E-4	4.758850E-4	4.758850E-4	4.797000E-4	4.739780E-4	4.777930E-4	4.777930E-4	4.768390E-4	4.777930E-4	4.787460E-4	4.777930E-4	4.816070E-4	4.863760E-4	4.835150E-4	4.825610E-4	4.797000E-4	4.768390E-4	4.768390E-4	4.758850E-4	4.758850E-4	4.787460E-4	4.768390E-4	4.749320E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.673020E-4	4.692100E-4
4.777930E-4	4.768390E-4	4.797000E-4	4.777930E-4	4.787460E-4	4.758850E-4	4.787460E-4	4.749320E-4	4.768390E-4	4.777930E-4	4.777930E-4	4.777930E-4	4.777930E-4	4.777930E-4	4.816070E-4	4.854220E-4	4.844680E-4	4.825610E-4	4.797000E-4	4.777930E-4	4.768390E-4	4.749320E-4	4.758850E-4	4.787460E-4	4.777930E-4	4.730240E-4	4.739780E-4	4.720710E-4	4.730240E-4	4.682560E-4	4.673020E-4
4.768390E-4	4.777930E-4	4.777930E-4	4.797000E-4	4.787460E-4	4.768390E-4	4.787460E-4	4.758850E-4	4.758850E-4	4.768390E-4	4.768390E-4	4.777930E-4	4.787460E-4	4.777930E-4	4.825610E-4	4.863760E-4	4.844680E-4	4.825610E-4	4.797000E-4	4.777930E-4	4.777930E-4	4.758850E-4	4.768390E-4	4.787460E-4	4.777930E-4	4.730240E-4	4.739780E-4	4.720710E-4	4.711170E-4	4.682560E-4	4.682560E-4
4.777930E-4	4.777930E-4	4.777930E-4	4.787460E-4	4.768390E-4	4.758850E-4	4.787460E-4	4.758850E-4	4.758850E-4	4.777930E-4	4.768390E-4	4.777930E-4	4.787460E-4	4.797000E-4	4.806540E-4	4.863760E-4	4.835150E-4	4.806540E-4	4.787460E-4	4.777930E-4	4.758850E-4	4.758850E-4	4.758850E-4	4.787460E-4	4.787460E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.692100E-4	4.682560E-4
4.768390E-4	4.768390E-4	4.787460E-4	4.787460E-4	4.777930E-4	4.768390E-4	4.777930E-4	4.777930E-4	4.768390E-4	4.777930E-4	4.768390E-4	4.777930E-4	4.777930E-4	4.777930E-4	4.797000E-4	4.854220E-4	4.844680E-4	4.797000E-4	4.787460E-4	4.777930E-4	4.758850E-4	4.768390E-4	4.768390E-4	4.787460E-4	4.787460E-4	4.720710E-4	4.739780E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.692100E-4
4.758850E-4	4.777930E-4	4.777930E-4	4.797000E-4	4.768390E-4	4.777930E-4	4.777930E-4	4.787460E-4	4.758850E-4	4.768390E-4	4.758850E-4	4.787460E-4	4.787460E-4	4.777930E-4	4.806540E-4	4.863760E-4	4.835150E-4	4.797000E-4	4.787460E-4	4.777930E-4	4.758850E-4	4.768390E-4	4.777930E-4	4.797000E-4	4.797000E-4	4.730240E-4	4.739780E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.692100E-4
4.777930E-4	4.768390E-4	4.777930E-4	4.787460E-4	4.758850E-4	4.777930E-4	4.777930E-4	4.787460E-4	4.777930E-4	4.777930E-4	4.768390E-4	4.787460E-4	4.777930E-4	4.797000E-4	4.797000E-4	4.863760E-4	4.825610E-4	4.797000E-4	4.777930E-4	4.777930E-4	4.758850E-4	4.749320E-4	4.758850E-4	4.787460E-4	4.787460E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.692100E-4
4.777930E-4	4.777930E-4	4.787460E-4	4.777930E-4	4.768390E-4	4.777930E-4	4.758850E-4	4.787460E-4	4.777930E-4	4.768390E-4	4.777930E-4	4.797000E-4	4.777930E-4	4.787460E-4	4.797000E-4	4.844680E-4	4.844680E-4	4.806540E-4	4.797000E-4	4.777930E-4	4.758850E-4	4.758850E-4	4.758850E-4	4.787460E-4	4.777930E-4	4.739780E-4	4.739780E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.682560E-4
4.768390E-4	4.768390E-4	4.787460E-4	4.787460E-4	4.758850E-4	4.777930E-4	4.777930E-4	4.777930E-4	4.777930E-4	4.777930E-4	4.777930E-4	4.777930E-4	4.787460E-4	4.797000E-4	4.797000E-4	4.844680E-4	4.854220E-4	4.816070E-4	4.797000E-4	4.777930E-4	4.758850E-4	4.758850E-4	4.768390E-4	4.777930E-4	4.777930E-4	4.758850E-4	4.730240E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.692100E-4
4.777930E-4	4.758850E-4	4.797000E-4	4.777930E-4	4.758850E-4	4.768390E-4	4.777930E-4	4.787460E-4	4.777930E-4	4.777930E-4	4.777930E-4	4.777930E-4	4.777930E-4	4.797000E-4	4.797000E-4	4.844680E-4	4.844680E-4	4.825610E-4	4.787460E-4	4.787460E-4	4.758850E-4	4.758850E-4	4.768390E-4	4.787460E-4	4.777930E-4	4.749320E-4	4.739780E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.692100E-4
4.777930E-4	4.768390E-4	4.777930E-4	4.768390E-4	4.777930E-4	4.777930E-4	4.768390E-4	4.787460E-4	4.777930E-4	4.768390E-4	4.777930E-4	4.777930E-4	4.777930E-4	4.777930E-4	4.797000E-4	4.844680E-4	4.844680E-4	4.835150E-4	4.797000E-4	4.787460E-4	4.777930E-4	4.758850E-4	4.777930E-4	4.787460E-4	4.777930E-4	4.739780E-4	4.749320E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.692100E-4
4.777930E-4	4.777930E-4	4.777930E-4	4.787460E-4	4.787460E-4	4.777930E-4	4.777930E-4	4.768390E-4	4.777930E-4	4.768390E-4	4.777930E-4	4.777930E-4	4.777930E-4	4.787460E-4	4.797000E-4	4.863760E-4	4.844680E-4	4.825610E-4	4.797000E-4	4.777930E-4	4.777930E-4	4.758850E-4	4.768390E-4	4.797000E-4	4.777930E-4	4.758850E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.692100E-4	4.692100E-4
4.768390E-4	4.777930E-4	4.797000E-4	4.787460E-4	4.787460E-4	4.768390E-4	4.768390E-4	4.777930E-4	4.787460E-4	4.777930E-4	4.777930E-4	4.777930E-4	4.777930E-4	4.787460E-4	4.797000E-4	4.863760E-4	4.844680E-4	4.816070E-4	4.797000E-4	4.787460E-4	4.768390E-4	4.758850E-4	4.768390E-4	4.806540E-4	4.777930E-4	4.758850E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.692100E-4	4.682560E-4
4.758850E-4	4.797000E-4	4.777930E-4	4.797000E-4	4.797000E-4	4.777930E-4	4.768390E-4	4.777930E-4	4.777930E-4	4.768390E-4	4.787460E-4	4.777930E-4	4.777930E-4	4.777930E-4	4.787460E-4	4.863760E-4	4.844680E-4	4.825610E-4	4.797000E-4	4.777930E-4	4.777930E-4	4.758850E-4	4.777930E-4	4.806540E-4	4.777930E-4	4.768390E-4	4.739780E-4	4.720710E-4	4.701630E-4	4.692100E-4	4.682560E-4
4.768390E-4	4.787460E-4	4.777930E-4	4.806540E-4	4.797000E-4	4.768390E-4	4.777930E-4	4.758850E-4	4.777930E-4	4.758850E-4	4.787460E-4	4.758850E-4	4.758850E-4	4.777930E-4	4.797000E-4	4.863760E-4	4.844680E-4	4.806540E-4	4.797000E-4	4.777930E-4	4.777930E-4	4.758850E-4	4.777930E-4	4.806540E-4	4.777930E-4	4.777930E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.692100E-4	4.673020E-4
4.768390E-4	4.777930E-4	4.777930E-4	4.797000E-4	4.787460E-4	4.777930E-4	4.787460E-4	4.749320E-4	4.797000E-4	4.768390E-4	4.797000E-4	4.768390E-4	4.777930E-4	4.777930E-4	4.797000E-4	4.854220E-4	4.835150E-4	4.816070E-4	4.797000E-4	4.777930E-4	4.777930E-4	4.749320E-4	4.768390E-4	4.797000E-4	4.777930E-4	4.758850E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.701630E-4	4.682560E-4
